Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
250,390,373,169,3,3882
3714,212,409,452,229,4787
718,80,9,461,110,6230
400,18,325,159,154,9457
1794,108,2,460,446,2724
3051,232,109,49,386,743
1813,238,144,407,420,9145
4902,55,467,201,435,5259
2176,237,373,312,473,331
4098,86,363,108,10,820
4559,478,357,388,70,3629
2472,136,240,337,124,2263
938,9,38,444,40,6902
4274,158,439,318,328,5684
3905,271,447,442,174,291
1806,250,167,401,475,4150
2145,371,259,450,489,9126
1682,409,441,494,88,6136
2531,239,419,324,140,8713
911,68,212,152,169,2050
347,228,323,90,291,6379
356,121,160,133,179,4261
1832,26,273,148,338,9849
949,298,22,183,69,3448
4093,310,49,373,216,4967
3292,319,480,103,75,9964
4966,27,104,354,13,6381
783,442,394,423,253,6677
637,219,108,123,121,9611
1975,393,421,281,359,8726
4720,463,122,431,167,5177
672,161,132,418,162,5780
1968,497,170,203,436,8288
2459,184,125,52,190,20
83,296,265,281,348,3001
372,39,260,437,275,7405
2912,430,157,389,247,2427
1999,252,334,275,325,4113
705,455,97,479,371,8651
4161,50,465,151,172,2010
4607,497,447,470,299,8411
461,196,37,44,413,7883
3397,44,14,212,155,4266
4300,37,46,381,322,881
717,226,368,34,187,191
1361,411,334,310,58,4698
2912,182,188,190,486,5557
302,64,143,311,479,4783
4883,262,237,470,162,5360
1752,418,238,327,373,9476
582,109,337,246,222,6682
3659,479,295,74,352,5130
1528,355,150,234,335,3539
2656,157,395,123,402,8351
2282,12,357,267,284,1017
3658,359,223,249,354,5034
2970,497,293,356,378,3372
3965,395,143,24,490,4417
2239,474,484,343,137,6533
1162,486,133,360,369,2550
34,178,495,485,314,3893
3605,164,223,388,53,178
1853,292,486,298,126,981
4621,54,305,282,98,2129
3148,365,130,218,355,6735
2486,127,58,139,269,9494
1582,71,453,355,428,2750
3114,231,230,43,240,5580
1254,128,396,60,494,2363
4725,226,375,363,105,6574
2407,490,374,314,233,8051
2714,141,272,264,310,5903
4794,15,112,139,112,9539
4924,277,248,50,250,1367
1471,151,28,173,209,3499
1905,52,480,358,343,5839
163,464,88,387,212,7666
3278,408,252,103,161,4770
2248,46,194,93,430,3786
2631,410,220,122,46,3166
4211,39,251,357,117,3715
1708,280,293,30,316,4541
3245,271,171,294,121,5267
4242,381,449,43,95,1066
1613,230,120,207,207,5121
1480,39,349,320,102,4949
2349,329,493,328,75,2534
1266,105,496,441,82,4445
3053,384,275,466,317,8179
1870,204,425,28,323,4713
987,417,427,477,397,8147
1363,84,82,287,492,7809
15,181,109,323,469,1574
2818,408,3,350,20,4900
3587,37,470,364,480,6162
2854,455,414,120,142,3256
3968,414,334,361,415,2890
1436,323,246,87,64,441
3921,307,185,371,484,7292
2220,301,454,169,336,4810
4456,360,149,27,413,9607
4961,381,413,259,286,1825
3105,20,98,175,362,6823
1773,152,134,369,295,8210
633,240,135,361,263,9209
4156,59,481,419,202,3715
2642,20,187,487,336,5761
2234,51,186,30,130,5804
2252,281,77,420,312,3429
558,251,116,433,357,5646
3364,164,388,349,433,9691
4915,137,297,94,378,5841
1436,280,266,423,370,3387
3814,427,165,301,21,8136
1360,463,4,315,345,9507
4886,463,99,270,376,9736
2988,72,333,395,255,1736
785,300,113,391,363,426
1481,346,85,93,302,1941
4126,134,14,465,233,6270
4825,491,299,388,24,6899
4739,101,89,77,99,6525
3228,343,297,329,444,5540
3485,388,136,437,342,3939
1924,101,136,410,237,1904
1144,210,370,209,264,7919
245,151,316,229,383,5147
4071,101,114,18,490,5970
1702,118,312,224,5,9754
2958,419,252,136,364,9038
4040,125,204,326,487,7843
1451,15,260,335,379,4106
719,103,330,118,455,7090
191,357,326,283,424,2403
1546,377,54,394,487,4906
3292,484,414,444,406,1371
2545,62,82,272,374,6744
3449,17,484,196,213,968
1977,389,138,312,32,3748
1165,485,71,221,201,1173
1707,140,140,275,430,9311
201,74,421,35,43,1363
4199,374,447,409,278,9153
1044,158,73,378,350,8879
4215,196,239,203,98,7533
432,231,76,221,263,7621
1710,478,105,350,167,7468
4548,337,484,488,233,2243
1754,216,479,269,462,3867
1048,220,295,107,79,6482
1352,225,417,123,299,4325
4245,490,214,221,305,2613
3952,130,365,74,407,6364
4635,71,480,14,228,1846
3862,189,364,42,130,5127
136,163,203,98,239,737
1415,116,183,379,225,8337
3033,38,224,381,471,638
4545,86,341,131,289,3933
3867,11,144,410,183,6309
2729,355,59,237,497,9329
4057,84,317,54,113,8460
3664,315,455,6,453,8178
2793,218,308,192,47,9111
1877,121,320,229,135,3303
32,91,30,21,425,9025
3444,461,219,343,282,8406
4200,162,446,28,410,8451
3868,39,211,190,488,6230
2909,199,405,77,457,7927
4589,226,11,119,164,4073
1372,436,212,168,153,9089
1244,152,395,19,210,3198
1146,201,32,191,36,9444
4740,333,178,25,401,3476
4034,406,312,306,371,5009
2741,231,120,411,466,3548
2457,65,255,8,16,1362
4475,459,350,498,427,6636
3754,190,204,436,171,6421
4714,197,350,450,270,623
1199,161,263,66,291,9385
4094,74,168,346,255,7881
1478,435,314,257,107,7349
3378,240,250,87,464,6397
4989,146,268,16,497,5741
3609,203,146,444,403,480
3940,287,445,477,183,5687
2717,146,263,254,383,2300
4318,189,155,71,218,851
4006,347,338,195,468,5394
2637,451,217,351,453,9535
204,42,67,479,289,2536
622,61,284,79,60,3126
534,74,362,401,338,2392
106,62,427,164,447,5700
3240,218,409,392,150,127
2609,27,87,55,464,5188
4760,337,85,139,356,2802
2767,143,254,162,331,5752
1529,393,481,408,471,1505
4542,176,95,297,70,5980
3116,159,473,295,345,1756
3042,5,326,62,388,2684
1661,31,300,261,357,9947
2834,197,190,285,119,7041
471,430,134,164,286,3726
1684,463,220,184,261,9829
4334,329,403,241,61,1999
4668,338,242,496,480,7855
3784,190,45,325,139,6175
2217,373,368,137,280,3470
4539,100,105,246,234,6548
4743,237,453,224,296,6511
48,119,242,168,278,1618
2909,226,22,296,89,4595
4903,378,181,237,262,8651
4598,182,246,399,306,1988
3685,344,271,458,73,8037
4419,302,403,157,78,2369
4279,46,337,125,481,4843
309,466,128,327,75,2176
40,49,434,36,278,1119
912,116,497,317,121,9250
2636,93,463,181,281,8672
693,141,388,17,402,9670
4368,180,227,366,241,5630
4795,125,134,209,185,669
60,466,417,258,362,515
4380,460,494,150,11,2837
1342,361,478,11,416,3041
3834,326,125,345,66,8532
3121,15,26,368,350,642
1267,164,426,305,41,3141
4838,176,144,5,336,2285
360,205,222,412,141,6594
605,413,33,99,436,8768
3211,12,335,120,438,1735
2495,420,343,88,391,3546
2883,399,180,303,421,3471
3096,374,489,54,376,3023
4237,336,121,55,136,414
4770,196,59,337,470,1241
1988,18,450,126,290,4196
1534,10,475,397,425,4432
2590,14,400,438,385,532
3947,99,64,213,469,1907
4409,83,105,395,265,2295
4758,9,302,277,195,5157
929,13,13,283,497,3189
2854,130,325,339,402,8578
3139,260,451,182,303,6563
1541,5,390,486,40,7341
3790,22,45,222,91,9528
4191,420,260,361,398,5086
3907,460,378,294,164,6958
1193,362,472,445,374,3217
4030,88,237,204,283,4889
3730,12,145,447,310,6245
4348,443,208,178,156,7828
574,16,209,135,81,213
1473,484,188,197,335,601
1863,133,231,227,497,997
378,53,207,240,462,687
227,112,467,47,220,5628
2169,361,223,200,69,16
217,146,131,382,390,1981
3268,6,224,233,287,5461
480,265,270,115,450,1449
4232,383,234,481,269,552
1951,398,18,337,98,1596
4736,463,383,157,446,9273
1558,204,347,116,485,3751
1787,148,252,239,104,996
3866,83,91,145,207,27
4386,171,71,60,418,9166
3467,259,272,190,4,4242
3283,209,248,458,105,5632
4799,329,213,470,256,6895
3891,211,165,396,434,1036
3004,55,43,289,260,2208
3646,305,232,237,387,3014
4750,300,110,272,69,1119
4283,57,119,487,410,2812
360,396,83,420,484,1119
2215,304,417,463,496,8794
4285,382,469,294,388,2118
233,414,348,361,414,3587
3718,230,7,500,271,4793
3317,41,319,186,284,2897
1468,424,112,440,331,3947
1909,218,349,451,176,6738
3357,66,339,5,395,3756
4970,90,488,157,451,5071
24,70,446,221,386,1199
1868,436,437,196,480,7991
4421,225,276,156,289,105
4099,171,159,270,240,5742
77,37,302,94,350,7236
2057,33,429,231,141,6708
3839,325,131,281,22,6619
1333,382,151,52,79,9928
3031,28,85,265,442,1744
1673,273,66,99,77,1284
2307,318,84,262,324,2151
671,65,98,39,497,2814
4337,335,367,430,110,6272
1743,435,116,449,323,6494
3776,351,200,424,269,4646
4368,71,189,481,294,9032
1837,441,45,165,9,8810
3064,454,149,470,238,5556
2977,153,487,91,141,2563
904,304,470,120,464,1660
1179,43,143,340,455,7980
2261,341,418,341,197,3008
4693,312,360,456,162,4599
498,392,474,451,414,2942
3500,482,9,414,168,6807
3317,127,385,229,420,7785
2676,387,335,156,98,6824
4456,236,496,481,481,4964
837,184,325,322,438,5163
47,52,48,202,346,815
2584,342,158,361,327,9389
2711,247,166,457,58,7809
4921,406,201,368,14,4512
1097,208,169,411,460,1523
805,498,472,208,330,1637
3821,28,139,368,337,1008
2205,55,175,149,400,9169
4016,236,414,209,168,8031
2465,318,53,225,215,3724
3924,53,123,40,464,107
3019,278,438,238,482,7583
1175,495,410,246,260,6091
4818,264,201,497,186,2282
577,133,334,332,416,9602
1210,343,303,234,262,891
4592,149,234,428,321,8243
2298,324,435,54,355,1598
4909,331,111,396,302,5151
185,462,476,238,365,505
3324,122,259,61,60,202
4055,166,250,144,420,6293
3902,466,107,378,129,2019
688,110,466,55,495,6603
4756,475,472,468,445,6903
4938,333,400,139,175,8976
1354,106,41,389,229,8496
2547,23,366,281,92,9583
3672,377,273,192,140,6922
27,332,85,113,392,6649
4108,331,206,437,315,6625
3282,324,227,158,256,7218
1305,81,180,411,278,4290
722,298,275,274,155,9371
1359,383,339,204,133,6400
203,266,411,181,409,5950
4703,479,472,84,340,7303
3837,140,419,90,369,3073
3192,17,27,115,460,2302
2095,11,406,44,223,3686
3193,151,484,21,57,3647
4296,205,272,63,365,6460
19,152,165,242,139,3183
350,335,284,400,353,5591
283,258,464,293,211,5589
628,362,226,28,419,8293
425,281,148,340,120,6631
3758,133,45,101,211,4963
3769,459,280,281,323,61
1608,174,367,431,408,6209
4771,96,215,470,295,5080
2608,445,491,468,380,8344
1863,402,39,331,92,8062
4010,152,289,398,469,7811
2592,115,17,163,110,8037
4172,61,387,433,333,4532
2394,389,157,424,38,8716
1761,22,373,29,46,7161
71,92,68,212,150,7214
2896,294,127,353,262,9398
4070,124,458,4,95,9791
808,29,18,278,365,7898
2245,154,453,42,354,4133
3519,409,307,351,145,9149
3723,488,30,18,145,362
4031,107,315,229,37,1940
1709,393,131,140,437,5351
839,115,329,97,484,4104
2285,316,342,384,251,5493
3600,345,337,359,250,1417
4687,144,457,397,256,2316
831,221,208,266,436,6986
943,176,282,209,273,4084
1573,326,385,394,431,7911
1530,96,79,63,310,651
3160,207,67,18,146,7143
1362,194,248,20,402,2039
256,488,34,269,377,1203
1258,287,250,113,13,2865
3185,425,115,487,143,90
1151,444,140,298,282,9445
1457,286,424,220,123,9628
3625,61,439,295,237,4542
4729,297,406,5,415,1579
1225,344,205,387,393,8187
4781,102,192,71,311,9674
2891,293,282,127,230,4397
2096,403,482,310,420,8443
2907,50,109,285,481,7221
4138,413,35,48,288,1045
3195,137,14,27,142,3714
1957,65,236,471,303,9527
4753,468,174,419,218,9755
4079,424,427,226,324,8778
2460,197,423,86,61,9576
4169,215,344,36,319,7667
1471,475,430,425,200,9429
1191,295,241,468,107,4781
4060,146,450,290,367,298
1136,493,5,305,433,8600
353,95,370,170,290,7641
4317,213,177,214,65,9924
4033,435,253,357,241,6632
637,202,370,1,387,4408
3531,403,260,423,350,5204
2322,211,130,65,187,3359
3519,216,231,307,112,4237
1217,298,86,396,448,3950
1813,333,276,469,188,9708
4986,20,38,170,42,2927
4923,469,363,266,59,8709
4957,209,468,437,195,1756
4036,126,329,87,158,1727
2452,492,70,309,300,4189
4179,141,472,68,392,1934
2104,267,358,224,492,6553
4344,375,65,84,284,68
3442,169,482,330,490,158
313,325,333,74,350,6233
831,195,225,147,97,2711
4967,108,367,41,123,5696
3303,191,194,419,158,6889
1979,9,498,63,374,9619
842,147,393,60,147,7527
4178,397,108,294,204,6042
1418,52,19,7,347,6948
2453,460,439,427,182,8540
3743,145,117,79,390,1448
4015,145,405,32,495,9434
1481,199,6,433,373,5305
246,104,101,449,91,359
4493,261,315,429,295,3979
4991,25,252,417,353,4020
4364,272,173,57,461,9729
2062,430,14,154,63,3042
4757,76,89,322,59,7554
102,497,323,152,267,1531
3288,444,402,154,75,3965
4448,467,86,161,3,2599
2470,223,18,61,450,9890
1181,222,422,290,468,8150
4210,24,334,323,144,5600
1498,316,349,28,26,4110
1580,157,157,71,86,6265
284,74,46,425,462,1857
4009,24,462,170,140,2915
3713,188,87,357,481,9946
1622,352,25,352,147,4221
4202,390,300,90,228,6137
4089,212,217,496,288,6908
2411,450,475,316,116,2518
3822,368,488,249,105,1826
3397,35,67,211,14,4842
372,226,457,260,317,1996
1034,343,279,131,66,7999
1807,184,158,433,388,998
48,91,308,269,65,7596
4428,258,34,275,37,3860
4647,354,354,226,337,7221
479,458,86,432,333,6091
3437,101,292,392,57,3683
47,145,213,188,397,2202
2750,500,6,438,142,4236
3712,268,184,203,114,827
1513,345,132,159,104,9562
1004,6,26,248,98,7583
3190,251,82,119,403,801
1914,407,211,437,428,3895
4258,401,54,320,394,6773
3913,370,157,207,215,6469
456,496,20,206,173,4325
856,268,59,59,243,3512
4454,44,277,306,192,5193
620,377,8,199,307,7107
607,166,11,37,79,1944
4314,407,124,329,410,4507
417,328,452,256,418,6840
823,389,53,470,479,3578
2078,211,184,395,159,5544
4746,39,240,399,103,6120
4684,305,406,194,452,1227
4553,41,301,135,83,7259
3459,201,126,352,14,7942
1854,469,443,491,495,5445
2345,390,466,248,103,5082
185,335,114,228,373,1475
2443,217,347,89,394,236
1878,96,163,250,231,8755
4104,448,47,343,41,35
327,74,352,388,7,1752
4635,45,449,208,316,8482
4530,395,301,7,230,1428
2441,125,292,112,365,4540
2486,221,277,454,347,6224
1405,364,300,331,286,9689
3845,222,161,16,458,1410
3895,194,438,474,276,5199
4660,447,198,286,280,8704
7,355,494,421,396,6511
4853,462,250,186,46,535
2660,214,421,208,170,2273
3449,244,326,148,498,9435
1288,330,436,229,146,9673
4236,256,378,273,401,8899
4140,205,156,472,457,3704
4244,127,369,438,452,3079
125,59,38,289,324,1635
4486,99,463,79,201,8448
2064,36,96,216,131,8122
629,72,382,308,306,8614
1584,344,260,448,326,1174
760,412,10,169,463,4007
817,298,19,232,291,2086
1382,319,495,149,38,6799
2178,285,421,228,171,4330
3578,12,97,358,187,9216
2182,275,422,405,393,2977
277,119,176,387,437,3534
3948,86,211,97,49,6694
279,209,133,136,464,4936
1655,314,217,158,476,100
1885,263,238,458,367,872
626,432,193,372,294,6280
4946,45,322,471,499,2123
2468,178,62,250,183,3810
2155,355,480,87,299,99
3512,475,154,375,274,5172
1338,437,363,381,432,9336
423,313,490,206,72,3851
843,390,459,244,79,2984
19,135,466,175,186,4718
2738,417,429,78,80,2559
1005,342,465,255,392,9471
479,49,17,354,417,3782
4710,254,324,430,381,4643
650,338,294,393,465,4686
2327,452,358,489,291,784
559,230,377,285,224,3285
825,195,228,426,119,6100
3222,411,34,231,488,1855
1492,305,290,79,361,9946
988,221,317,230,44,8074
2436,397,424,500,57,8422
4457,485,193,202,344,27
509,384,409,355,437,1563
4577,200,438,208,12,640
1622,363,80,190,168,5207
1793,102,227,285,317,4936
4991,102,206,380,271,3715
2858,413,366,490,27,3697
3183,281,343,274,199,1168
4128,477,277,231,167,8019
3158,134,142,406,287,3125
4221,107,14,53,219,8040
182,470,347,493,54,5130
2350,242,311,448,447,9374
334,458,128,73,73,6592
1631,346,354,482,224,1660
3922,34,343,33,301,6485
124,410,199,439,287,4733
1944,167,491,32,427,4219
4599,151,6,138,54,3266
1750,465,378,322,450,6212
3623,454,274,121,97,6994
679,225,445,152,177,1681
725,46,210,316,182,1481
1578,174,412,260,379,1853
2150,138,211,222,56,391
4078,388,205,420,149,5851
4292,57,198,131,406,6839
4476,287,186,366,294,6514
3702,138,474,442,466,4108
1491,93,285,163,40,5783
889,233,129,265,389,1871
3248,174,295,134,52,2921
1767,45,463,217,299,89
1898,268,419,157,219,9009
4195,338,448,137,124,153
39,196,248,56,355,8474
1398,220,418,68,18,1432
1758,139,452,306,466,9417
3629,461,78,127,162,4441
3257,131,22,142,62,2499
1946,157,247,128,466,9924
2146,168,338,493,276,9441
1005,157,121,348,375,7177
1900,368,65,252,281,2563
4785,400,143,253,435,5544
1592,434,398,205,145,5982
4949,426,196,476,244,4943
1137,488,449,310,261,4078
412,39,175,448,189,7684
2606,69,374,311,202,289
4097,374,400,161,235,9796
1780,427,248,200,80,6512
337,332,43,170,35,987
2672,434,33,458,345,9656
1857,348,65,386,209,1263
1994,406,210,327,97,5009
4596,15,250,229,476,2015
2331,273,436,176,78,4963
2715,198,233,407,211,2334
1218,484,37,387,491,8774
1998,143,493,165,483,7692
3217,21,384,63,317,8380
4150,33,293,377,222,6829
3318,372,255,163,385,3630
1784,399,140,478,203,7786
4814,100,201,144,358,416
3703,183,498,132,486,5320
4165,210,325,90,319,9505
4385,70,370,184,168,5019
3462,158,295,415,34,224
3289,206,140,62,278,4151
2538,5,378,323,418,4036
1712,428,49,432,431,387
4094,467,391,116,272,5729
3884,85,167,372,207,223
1132,273,236,116,318,6037
1760,168,117,362,480,166
3083,105,388,98,147,6005
4509,370,470,158,313,9385
4927,129,393,97,388,6799
3356,115,82,154,14,8396
3361,162,26,357,177,9835
4842,242,150,264,374,1784
1437,338,209,289,281,4963
402,478,410,348,407,6749
591,52,439,16,469,6805
267,408,272,299,456,1662
1353,243,242,411,204,4072
2600,196,72,300,283,7695
4149,178,340,241,44,149
4092,266,419,235,391,7626
2584,170,111,174,189,7464
2079,139,422,261,428,3333
2718,404,150,159,18,2289
280,17,127,487,14,8977
445,125,421,146,402,5957
2360,230,400,481,222,2574
749,237,12,341,347,3982
4596,327,384,125,38,6760
2021,221,84,256,316,1687
3637,311,328,408,224,4485
2402,237,470,220,156,701
27,42,96,187,187,9491
1292,315,201,407,316,157
4830,498,296,52,296,12
3538,489,6,166,356,4631
917,133,162,478,334,4657
3263,59,469,383,352,4797
110,394,363,290,63,2205
251,193,406,109,23,9945
3056,292,53,141,71,1373
4512,23,162,229,113,3112
2598,324,36,427,302,1620
2767,327,42,229,54,625
3069,264,336,290,443,5206
4247,209,494,9,111,673
1781,259,407,145,477,2551
1321,156,162,393,466,5902
2839,312,363,284,465,7820
2251,245,103,430,159,9538
47,365,159,379,340,7560
3138,67,400,312,406,2984
2062,184,73,303,238,1556
130,289,423,405,441,9143
1201,203,404,290,383,361
731,132,8,191,357,230
3507,352,306,479,481,2581
584,466,240,418,381,7174
2501,119,194,350,348,2434
2649,219,151,348,200,1174
3605,86,172,70,311,4480
4378,421,227,52,178,8283
3549,88,110,77,113,4299
2532,330,423,382,266,3052
1485,50,162,338,123,7376
4779,128,135,69,314,6886
3641,275,268,477,166,1779
2363,409,339,311,294,3113
2159,131,314,203,376,1415
2302,478,47,51,175,5808
4614,253,400,355,277,1746
1093,74,414,223,127,6778
4665,172,487,257,396,9718
472,496,243,447,7,3969
2225,436,314,168,190,1612
4862,172,73,286,31,1749
1841,332,239,149,157,1855
3414,406,187,272,448,9310
2376,285,15,185,363,4843
4006,370,61,150,71,5861
1035,28,20,324,437,5768
4530,265,318,82,402,4878
439,74,418,45,405,6668
1566,46,11,66,245,7606
3554,248,39,454,484,8529
3858,61,187,18,94,4786
1346,460,342,359,156,2370
3694,438,96,377,161,8245
3223,47,408,413,474,2328
3531,92,25,392,416,5556
391,425,291,220,53,625
2066,382,185,292,468,6732
3880,345,460,292,87,1658
3163,159,10,429,153,7280
1914,462,149,481,8,9195
495,238,9,12,36,1862
965,209,81,301,122,5729
443,305,494,306,303,7020
2441,77,482,452,62,8555
1255,135,373,105,330,7279
4965,456,74,176,134,5964
492,96,431,127,260,1281
202,69,374,179,439,844
4463,274,116,183,39,8238
2963,234,338,25,464,2504
1189,241,439,146,477,4336
1111,431,67,329,416,5181
2190,498,450,146,457,871
1059,65,16,68,102,7810
4996,404,489,238,486,6896
1206,379,123,141,473,6904
465,231,174,471,351,1463
1950,437,471,290,419,6302
2309,342,310,336,406,123
1138,463,16,432,495,5690
3288,221,313,419,476,1492
677,365,314,194,480,7072
4962,195,296,290,50,2302
538,444,145,487,235,4457
3985,254,282,295,391,684
3899,379,53,97,223,8429
2406,272,405,424,45,4058
1098,55,323,382,222,3191
4466,195,427,457,91,2981
4832,177,107,429,170,9320
885,66,127,184,392,5693
4455,175,138,402,119,6678
3814,200,325,387,1,9352
1316,172,466,153,462,1330
544,113,465,52,135,4624
1467,221,40,129,140,9835
3427,340,157,88,179,5093
362,121,268,238,479,2330
4713,87,152,339,423,7644
4990,492,332,326,433,2041
2287,238,64,99,157,6886
3852,291,358,248,438,3570
4366,89,306,59,276,4851
1890,73,242,470,296,578
2109,62,172,40,59,4707
2582,344,86,161,102,7330
3465,190,454,112,476,6539
3231,358,379,325,354,7077
3003,342,22,374,472,4031
1318,156,257,81,23,2180
3666,295,281,489,300,2689
13,237,273,261,214,8129
757,289,364,382,256,3918
1107,247,194,14,391,6404
2456,369,33,147,65,9549
569,32,337,376,260,6714
314,411,308,138,9,4899
1068,334,253,329,190,332
3842,357,388,11,277,3163
3500,165,474,106,422,5181
1853,451,8,457,217,3066
4493,136,462,2,91,3680
1106,350,405,22,347,9582
4306,103,3,144,176,90
3321,206,372,471,318,4118
811,292,42,485,135,5045
3028,382,420,158,115,3594
2642,48,313,303,144,1163
2545,194,386,291,345,4240
3062,352,12,346,298,2072
1033,492,262,469,457,8010
236,145,484,210,233,2554
1994,79,413,37,389,8752
1683,166,463,73,175,8966
3734,174,402,217,36,8362
1970,443,56,248,253,8481
4157,457,182,295,373,5705
1810,296,365,280,86,6583
3399,339,299,260,41,9754
2928,263,362,494,296,3319
1853,157,258,198,454,177
1664,74,468,357,121,9669
3572,18,285,395,194,6626
2925,160,247,339,232,47
1270,384,236,217,238,647
928,486,255,131,369,8786
3305,460,406,154,262,2276
1680,452,228,228,484,7807
4244,38,14,323,381,6049
1463,237,156,352,134,9787
4490,465,109,188,439,315
2356,324,17,200,489,9001
1698,63,495,175,311,1503
4157,27,242,123,192,4376
2439,256,453,156,137,3607
4781,414,392,154,396,5583
113,483,314,348,208,8376
254,367,463,320,338,6284
1637,273,472,161,362,1605
4961,19,53,117,421,4917
3569,128,475,485,438,7272
1817,159,145,195,226,6596
815,51,464,8,201,7917
2517,72,208,13,202,2084
4341,312,38,273,362,5390
2349,359,151,254,83,3730
2846,491,415,39,161,9733
4340,90,175,82,378,317
1958,393,182,339,283,1824
1710,471,30,291,83,2266
86,242,425,474,302,6961
2693,387,25,350,301,7573
952,139,365,481,187,7054
4468,462,29,420,270,7244
727,172,360,485,257,816
248,48,441,250,220,43
3413,381,354,19,327,4753
1673,442,10,392,173,7423
1350,12,217,248,183,2466
3757,96,98,321,59,6532
794,399,263,485,95,5989
3152,141,229,407,437,368
647,12,172,183,314,813
796,441,179,306,435,94
2338,272,6,14,290,2072
1883,224,342,25,107,5388
1218,296,274,5,235,4016
2242,353,282,405,74,9463
4413,286,114,268,213,4569
3458,163,69,350,149,5806
3639,218,82,140,312,7650
715,141,51,253,354,6099
3970,407,142,206,141,919
4257,246,26,124,279,5543
826,10,472,47,226,6773
3069,238,100,215,413,4159
4280,332,343,457,408,1863
41,50,209,27,115,2867
1256,482,420,95,134,4953
1734,128,435,184,441,6801
718,81,118,4,141,8873
1579,312,62,209,367,543
539,374,358,173,192,6976
3027,232,452,245,270,8336
3290,347,139,328,367,9561
2459,12,360,11,290,7219
650,301,323,28,354,844
4565,184,86,124,190,2519
850,53,170,93,262,6551
2874,360,258,419,79,16
3326,432,273,356,139,1846
2574,365,258,217,254,5846
3616,10,478,309,272,672
4802,409,9,256,49,1124
1502,172,371,443,51,9829
185,338,399,84,401,4540
4782,461,423,249,498,8352
3303,240,391,350,120,5229
1235,306,118,498,13,5874
4454,491,105,448,371,1715
3277,215,378,487,257,7373
2785,103,65,274,452,4464
819,415,259,454,375,5112
3348,339,347,174,305,9936
3066,73,99,429,38,9970
3838,171,184,417,313,3232
991,31,127,93,116,9877
2302,350,309,119,264,936
1397,267,26,274,66,7943
4827,424,393,27,307,3529
2094,260,148,386,323,402
3002,78,165,7,255,1314
1650,47,218,473,145,5385
4759,289,104,306,326,5566
3438,33,341,149,228,2955
3995,296,67,219,58,3083
2959,141,312,175,101,7871
3816,237,403,109,422,9909
4331,139,10,164,340,6105
3301,500,72,453,97,2930
2063,62,100,72,236,5527
2753,429,133,293,340,651
1536,198,222,14,233,1405
2466,113,460,215,194,4676
1437,494,307,24,84,8537
1476,404,91,85,211,6181
329,363,335,6,132,2663
3550,22,461,350,409,668
3315,455,75,46,272,7290
2624,75,479,318,310,8432
3550,465,392,251,79,9928
280,355,136,401,207,8367
872,434,486,288,491,5687
2950,20,346,186,443,7874
3092,352,25,385,131,4062
4771,325,482,491,366,2984
3449,123,415,411,213,1042
3998,362,476,477,180,3103
3836,51,131,343,65,877
4157,95,58,185,352,692
3975,243,403,28,458,7877
157,217,63,280,284,7313
1686,212,215,352,361,9653
220,13,493,449,494,5907
4511,228,148,4,38,9632
1884,168,346,165,422,9042
1221,430,246,425,236,2565
715,423,201,145,485,670
1404,193,196,192,5,4870
4940,63,483,39,388,8791
36,421,30,81,263,3932
1190,242,358,69,115,5317
1599,36,160,452,297,2802
4620,256,27,111,21,1177
918,220,451,448,319,9422
3168,420,273,243,89,4274
4873,111,473,379,375,9521
2578,110,175,450,122,9458
3378,489,267,200,399,7375
1458,199,137,45,179,9092
152,37,394,323,292,7565
2202,14,252,135,126,2113
938,267,261,411,356,9339
217,445,394,358,119,8427
2138,246,482,430,476,2972
481,181,234,386,427,4882
145,359,278,67,433,4493
874,435,80,413,477,1057
1727,167,427,335,18,2265
746,489,438,50,133,9559
3085,62,288,34,447,9048
2255,381,491,498,31,5535
4780,93,368,475,336,9659
4000,29,410,199,494,6311
3416,184,257,33,18,7821
2729,471,49,104,133,705
4545,472,393,102,460,7736
156,214,386,494,89,1795
4964,434,293,351,77,3045
4134,464,133,453,11,1707
833,403,123,355,44,3993
3572,180,481,484,321,4014
4278,75,226,466,29,7589
3472,55,312,48,252,490
129,358,315,241,461,3150
1211,253,52,257,434,7095
4732,138,201,315,443,4184
4816,162,213,425,321,5214
282,121,281,348,453,5465
1620,245,398,333,193,2491
4054,88,35,176,75,173
4638,493,363,455,46,6860
3061,348,367,49,385,4981
2209,317,148,369,474,3650
2147,64,374,321,495,837
2998,88,190,218,281,6693
1226,165,254,76,357,6288
4175,368,234,343,496,7493
4602,382,420,123,390,2663
1096,493,249,291,386,6146
275,32,33,75,378,6037
785,285,492,382,112,1653
3654,324,381,104,335,5269
1336,217,456,411,193,642
4135,245,166,134,150,9861
1965,408,322,73,374,2856
4076,274,325,269,87,5267
2740,283,186,62,320,3046
2598,322,84,381,204,3823
131,61,289,319,66,9204
4605,216,412,295,4,9141
2300,383,28,8,11,5334
3843,149,80,376,313,6724
4321,50,401,414,74,4265
421,303,315,415,391,9014
3733,366,231,359,131,4118
423,189,302,394,327,9921
4620,10,338,322,147,5857
1521,310,455,136,420,4915
4710,360,189,58,130,8644
2040,425,255,486,466,2124
1574,205,154,195,157,5883
1152,155,14,419,329,8103
1964,350,225,168,354,6614
4221,65,275,359,41,7253
1651,66,417,236,275,2658
1497,162,256,269,176,7472
3226,293,399,418,45,3801
